disno,historic,classificationkey,disastergroup,disastersubgroup,disastertype,disastersubtype,externalids,eventname,iso,country,subregion,region,location,origin,associatedtypes,ofdabharesponse,appeal,declaration,aidcontribution000us,magnitude,magnitudescale,latitude,longitude,riverbasin,startyear,startmonth,startday,endyear,endmonth,endday,totaldeaths,noinjured,noaffected,nohomeless,totalaffected,reconstructioncosts000us,reconstructioncostsadjusted000us,insureddamage000us,insureddamageadjusted000us,totaldamage000us,totaldamageadjusted000us,cpi,adminunits,entrydate,lastupdate,group1,group2,subgroup1,subgroup2,subgroup3,subgroup4,subgroup5,subgroup6,subgroup7,subgroup8,subgroup9,type1,type2,type3,type4,type5,type6,type7,type8,type9,type10,type11,type12,type13,type14,type15,type16,type17,type18,type19,type20,type21,type22,type23,type24,type25,type26,type27,type28,type29,type30,type31,subtype1,subtype2,subtype3,subtype4,subtype5,subtype6,subtype7,subtype8,subtype9,subtype10,subtype11,subtype12,subtype13,subtype14,subtype15,subtype16,subtype17,subtype18,subtype19,subtype20,subtype21,subtype22,subtype23,subtype24,subtype25,subtype26,subtype27,subtype28,subtype29,subtype30,subtype31,subtype32,subtype33,subtype34,subtype35,subtype36,subtype37,subtype38,subtype39,subtype40,subtype41,subtype42,subtype43,subtype44,subtype45,subtype46,subtype47,subtype48,subtype49,subtype50,subtype51,subtype52,subtype53,subtype54,subtype55,subtype56,subtype57,subtype58,subtype59,subtype60,subtype61,subtype62,subtype63,subtype64,subtype65,subtype66,topdeath,topaffected,topdamage,anytop
2012-0060-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Alabama, Tennessee, Illinois, Kentucky, Indiana, Ohio, Georgia, Florida, Mississippi, North Carolina, Virginia provinces",,Flood|Hail,No,No,Yes,,112,Kph,,,,2012,3,2,2012,3,4,41,400,,,400,,,2500000,3317833,5000000,6635666,75.350388,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",7/16/2012,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,1
2012-0122-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Dallas, Tarrant districts (Texas province)",,,No,No,No,,,Kph,,,,2012,4,2,2012,4,3,0,,3300,,3300,,,800000,1061707,1550000,2057056,75.350388,"[{""adm2_code"":31256,""adm2_name"":""Dallas""},{""adm2_code"":31419,""adm2_name"":""Tarrant""}]",6/6/2012,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,1
2012-0156-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Oklahoma, Kansas, Iowa, Nebraska, South Dakota, Minnesota provinces",,,No,No,Yes,,,Kph,,,,2012,4,14,2012,4,15,6,30,,267,297,,,910000,1207691,1800000,2388840,75.350388,"[{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3255,""adm1_name"":""South Dakota""}]",6/6/2012,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,1
2012-0260-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2012-000125,Tropical storm Gener (Saola),PHL,Philippines,South-eastern Asia,Asia,"Ilocos Sur, Pangasinan districts (Region I (Ilocos region) province), Cagayan district (Region II (Cagayan Valley) province), Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac districts (Region III (Central Luzon) province), Batangas, Cavite, Laguna, Rizal district (Region IV-A (Calabarzon) province), Mindoro Occidental district (Region IV (Southern Tagalog) province), Aklan, Antique, Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Lanao del Norte, Misamis Oriental districts (Region X (Northern Mindanao) province), North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province), Benguet, Ifugao, Kalinga, Mountain Province districts (Cordillera Administrative region (CAR) province), National Capital region (NCR) province",,Flood,No,No,No,,150,Kph,,,,2012,7,31,2012,8,7,58,35,949051,,949086,,,,,9821,13034,75.350388,"[{""adm1_code"":2355,""adm1_name"":""National Capital region (NCR)""},{""adm2_code"":24206,""adm2_name"":""Benguet""},{""adm2_code"":24207,""adm2_name"":""Ifugao""},{""adm2_code"":24208,""adm2_name"":""Kalinga""},{""adm2_code"":24209,""adm2_name"":""Mountain Province""},{""adm2_code"":24212,""adm2_name"":""Ilocos Sur""},{""adm2_code"":24214,""adm2_name"":""Pangasinan""},{""adm2_code"":24216,""adm2_name"":""Cagayan""},{""adm2_code"":24246,""adm2_name"":""Aklan""},{""adm2_code"":24247,""adm2_name"":""Antique""},{""adm2_code"":24250,""adm2_name"":""Iloilo""},{""adm2_code"":24251,""adm2_name"":""Negros Occidental""},{""adm2_code"":24253,""adm2_name"":""Cebu""},{""adm2_code"":24265,""adm2_name"":""Misamis Oriental""},{""adm2_code"":24272,""adm2_name"":""Lanao Del Norte""},{""adm2_code"":24271,""adm2_name"":""South Cotabato""},{""adm2_code"":24273,""adm2_name"":""North Cotabato""},{""adm2_code"":24220,""adm2_name"":""Bataan""},{""adm2_code"":24221,""adm2_name"":""Bulacan""},{""adm2_code"":24222,""adm2_name"":""Nueva Ecija""},{""adm2_code"":24223,""adm2_name"":""Pampanga""},{""adm2_code"":24224,""adm2_name"":""Tarlac""},{""adm2_code"":24227,""adm2_name"":""Batangas""},{""adm2_code"":24228,""adm2_name"":""Cavite""},{""adm2_code"":24229,""adm2_name"":""Laguna""},{""adm2_code"":24235,""adm2_name"":""Rizal""},{""adm2_code"":24231,""adm2_name"":""Mindoro Occidental""}]",8/13/2012,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,,1
2012-0282-CHN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Haikui,CHN,China,Eastern Asia,Asia,"Jiangxi Sheng, Shanghai Shi, Anhui Sheng, Jiangsu Sheng, Zhejiang Sheng provinces",,,No,No,No,,150,Kph,,,,2012,8,8,2012,8,8,3,7,6000000,,6000007,,,230000,305241,1500000,1990700,75.350388,"[{""adm1_code"":898,""adm1_name"":""Anhui Sheng""},{""adm1_code"":913,""adm1_name"":""Jiangsu Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":922,""adm1_name"":""Shanghai Shi""},{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""}]",8/13/2012,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,1,1
2012-0283-CHN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Damrey,CHN,China,Eastern Asia,Asia,"Jiangsu Sheng, Shandong Sheng provinces",,Flood,No,No,No,,,Kph,,,,2012,8,2,2012,8,8,15,,3790000,,3790000,,,106000,140676,600000,796280,75.350388,"[{""adm1_code"":913,""adm1_name"":""Jiangsu Sheng""},{""adm1_code"":921,""adm1_name"":""Shandong Sheng""}]",3/28/2013,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,1,1
2012-0313-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Isaac,USA,United States of America,Northern America,Americas,"Mississippi, Louisiana provinces",,Flood,No,No,Yes,,,Kph,30.503,-89.349998,,2012,8,28,2012,8,29,1,,60000,,60000,,,,,2000000,2654266,75.350388,"[{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""}]",2/7/2013,11/10/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,1
2012-0401-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Carlotta,MEX,Mexico,Latin America and the Caribbean,Americas,"Puerto Escondido city (Dist. Pochutla district, Oaxaca province)",,,No,No,No,,150,Kph,,,,2012,6,15,2012,6,15,7,,87000,,87000,,,84000,111479,555000,736559,75.350388,"[{""adm2_code"":20565,""adm2_name"":""Dist. Pochutla""}]",2/7/2013,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,1
2012-0410-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2012-000180,Hurricane Sandy,USA,United States of America,Northern America,Americas,"New York, New Jersey, Pennsylvania, Connecticut, Ohio, Delaware, Rhode Island, Maryland, Massachusetts, Maine, New Hampshire, North Carolina, Vermont, Virginia, District of Columbia, West Virginia provinces",,Fire|Flood,No,No,Yes,,,Kph,,,,2012,10,28,2012,10,28,54,,,,0,,,,,50000000,66356661,75.350388,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3222,""adm1_name"":""District of Columbia""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3259,""adm1_name"":""Vermont""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",11/23/2012,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,1
2012-0500-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2012-000197,Typhoon Bopha,PHL,Philippines,South-eastern Asia,Asia,Region XI (Davao Region) province,,,Yes,No,No,,260,Kph,,,,2012,12,4,2012,12,4,1901,2666,6243998,,6246664,,,,,898352,1192233,75.350388,"[{""adm1_code"":67161,""adm1_name"":""Region XI (Davao Region)""}]",7/29/2014,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
2012-0503-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Ohio, Virginia, Maryland, West Virginia, District of Columbia, Illinois, Indiana, Kentucky, New Jersey, North Carolina, South Carolina provinces",,,No,No,No,,146,Kph,,,,2012,6,28,2012,7,2,28,,,,0,,,2000000,2654266,4000000,5308533,75.350388,"[{""adm1_code"":3222,""adm1_name"":""District of Columbia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",3/29/2013,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2012-0601-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Missouri, Illinois, Kentucky, Texas, Indiana provinces",,,No,No,No,,,Kph,,,,2012,4,28,2012,4,29,1,100,,,100,,,2000000,2654266,4500000,5972099,75.350388,"[{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",3/29/2013,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2012-0612-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,USA,United States of America,Northern America,Americas,"Oklahoma, Kansas, Minnesota, Texas, Pennsylvania, New York provinces",,,No,No,No,,,Kph,,,,2012,5,25,2012,5,30,0,,,,0,,,2000000,2654266,3400000,4512253,75.350388,"[{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",3/29/2013,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2012-0613-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,USA,United States of America,Northern America,Americas,"Colorado, Wyoming provinces",,,No,No,No,,,Kph,,,,2012,6,6,2012,6,7,0,2,,,2,,,,,1400000,1857987,75.350388,"[{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3264,""adm1_name"":""Wyoming""}]",3/29/2013,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2012-0614-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,USA,United States of America,Northern America,Americas,"Texas, New Mexico provinces",,,No,No,No,,,Kph,,,,2012,6,11,2012,6,13,0,3,9000,,9003,,,800000,1061707,1900000,2521553,75.350388,"[{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",3/29/2013,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2012-0615-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,USA,United States of America,Northern America,Americas,"Ohio, Minnesota, Pennsylvania, Michigan, Wisconsin provinces",,,No,No,No,,,Kph,,,,2012,7,2,2012,7,4,1,,,,0,,,450000,597210,700000,928993,75.350388,"[{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",3/29/2013,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2012-0626-CAN,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,CAN,Canada,Northern America,Americas,"Calgary town (Division No. 6 district, Alberta province)",,,No,No,No,,,Kph,,,,2012,8,12,2012,8,12,0,,,,0,,,530,703,1050000,1393490,75.350388,"[{""adm2_code"":12525,""adm2_name"":""Division No.  6""}]",4/9/2013,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2013-0008-AUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2013-000014,Ex-Tropical cyclone Oswald,AUS,Australia,Australia and New Zealand,Oceania,"Brisbane, Ipswich, Bundaberg, Rockhampton districts (Queensland province), New South Wales province",,Flood,No,No,No,,,Kph,,,,2013,1,23,2013,1,30,6,,7500,,7500,,,1000000,1307974,2000000,2615947,76.454147,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm2_code"":154654,""adm2_name"":""Brisbane (C)""},{""adm2_code"":154655,""adm2_name"":""Bundaberg (R)""},{""adm2_code"":154672,""adm2_name"":""Ipswich (C)""},{""adm2_code"":154688,""adm2_name"":""Rockhampton (R)""}]",3/19/2014,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,1
2013-0084-CHN,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,CHN,China,Eastern Asia,Asia,"Dongguan district (Guangdong Sheng province), Fujian Sheng, Jiangxi Sheng, Hunan Sheng, Guizhou Sheng, Hubei Sheng, Sichuan Sheng provinces",,Hail|Rain,No,No,No,,,Kph,,,,2013,3,18,2013,3,20,25,324,1398000,,1398324,,,,,259000,338765,76.454147,"[{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""},{""adm2_code"":13044,""adm2_name"":""Dongguan""}]",3/20/2014,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,1
2013-0117-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"California, Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia provinces",,,No,No,No,,,Kph,,,,2013,4,7,2013,4,11,4,,,,0,,,1500000,1961960,1600000,2092758,76.454147,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3240,""adm1_name"":""Montana""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3262,""adm1_name"":""West Virginia""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm1_code"":3264,""adm1_name"":""Wyoming""}]",5/14/2013,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
